bed,scan,vessel,end_mm,meas_mm,beyond15,beyond20,beyond22,beyond25,beyond30,n_leaves,n_leaves_lost_T4
discrete,14,LAD,119.46223587387888,49.71273752777101,74.74949834610787,69.74949834610787,67.74949834610788,64.74949834610788,59.74949834610788,6.0,3.0
discrete,252,LAD,137.9463475103944,49.831394258937344,93.11495325145705,88.11495325145705,86.11495325145704,83.11495325145704,78.11495325145704,4.0,2.0
discrete,549,LAD,121.91969066547394,50.15988572396351,76.75980494151042,71.75980494151042,69.75980494151044,66.75980494151042,61.759804941510424,4.0,4.0
discrete,667,LAD,123.18228717967314,50.087865626496765,78.09442155317636,73.09442155317637,71.09442155317637,68.09442155317637,63.094421553176375,6.0,6.0
discrete,727,LAD,131.9397944725849,45.01412621656501,91.9256682560199,86.92566825601992,84.9256682560199,81.9256682560199,76.9256682560199,3.0,1.0
discrete,757,LAD,162.4373677830243,50.033415317341635,117.40395246568266,112.40395246568268,110.40395246568268,107.40395246568266,102.40395246568268,6.0,4.0
discrete,806,LAD,138.85112046847922,70.20601491172158,73.64510555675764,68.64510555675764,66.64510555675766,63.64510555675765,58.64510555675764,5.0,3.0
discrete,808,LAD,113.64818820533101,69.80485429459013,48.84333391074089,43.84333391074088,41.84333391074088,38.84333391074088,33.843333910740874,4.0,1.0
discrete,3,LCX,121.49667058900637,49.991630537237654,76.50504005176873,71.50504005176872,69.50504005176872,66.50504005176872,61.50504005176872,6.0,3.0
discrete,69,LCX,101.35907046194055,49.9684392268164,56.39063123512415,51.39063123512415,49.39063123512415,46.39063123512415,41.39063123512415,4.0,4.0
discrete,95,LCX,110.49041610154087,50.0291950160317,65.46122108550917,60.461221085509166,58.46122108550917,55.461221085509166,50.46122108550917,6.0,5.0
discrete,196,LCX,94.57533612389528,45.231808904204776,54.34352721969051,49.3435272196905,47.34352721969051,44.3435272196905,39.34352721969051,3.0,3.0
discrete,306,LCX,73.09904149439747,45.0165341010805,33.082507393316966,28.08250739331697,26.082507393316966,23.082507393316966,18.082507393316966,6.0,5.0
discrete,569,LCX,125.12004541947016,70.16305642305117,59.95698899641899,54.956988996418985,52.956988996418985,49.956988996418985,44.95698899641898,6.0,2.0
discrete,698,LCX,80.88623849225452,50.146504952507456,35.73973353974706,30.739733539747057,28.739733539747057,25.739733539747053,20.739733539747057,5.0,4.0
discrete,937,LCX,122.22317318948872,70.00923014238424,57.21394304710448,52.213943047104486,50.213943047104486,47.21394304710448,42.21394304710449,6.0,6.0
discrete,139,RCA,176.80417864838495,45.02423531448223,136.7799433339027,131.7799433339027,129.77994333390268,126.7799433339027,121.7799433339027,2.0,2.0
discrete,272,RCA,151.45524514397377,45.12705342495782,111.32819171901595,106.32819171901595,104.32819171901595,101.32819171901595,96.32819171901593,3.0,3.0
discrete,423,RCA,180.71553081981614,70.1126186540107,115.60291216580544,110.60291216580544,108.60291216580545,105.60291216580545,100.60291216580544,2.0,1.0
discrete,466,RCA,183.45695178091776,75.13968239699106,113.3172693839267,108.31726938392669,106.31726938392669,103.31726938392669,98.31726938392669,2.0,2.0
discrete,473,RCA,164.02953451261064,74.92332134662954,94.10621316598109,89.10621316598109,87.10621316598109,84.10621316598109,79.1062131659811,2.0,2.0
discrete,546,RCA,151.98780656098668,45.05889055329854,111.92891600768814,106.92891600768814,104.92891600768814,101.92891600768813,96.92891600768813,2.0,2.0
discrete,725,RCA,144.82858778874868,49.88108607591324,99.94750171283545,94.94750171283545,92.94750171283545,89.94750171283545,84.94750171283545,2.0,1.0
discrete,812,RCA,203.27387166813546,45.24804965446712,163.02582201366832,158.02582201366832,156.02582201366832,153.02582201366832,148.02582201366835,3.0,2.0
discrete,244,LAD,85.44494320288273,45.06709377077466,45.37784943210806,40.37784943210806,38.377849432108064,35.37784943210806,30.377849432108057,3.0,0.0
discrete,461,LAD,158.0258575367332,50.00615327476118,113.01970426197202,108.01970426197202,106.01970426197202,103.01970426197202,98.01970426197201,6.0,5.0
discrete,751,LAD,142.68209136749937,50.00046122668565,97.68163014081371,92.68163014081372,90.68163014081372,87.68163014081372,82.68163014081372,6.0,4.0
discrete,825,LAD,105.99339721952494,50.23663445645797,60.75676276306697,55.75676276306697,53.75676276306698,50.75676276306697,45.75676276306698,5.0,2.0
discrete,937,LAD,123.07640811120909,49.939101145933904,78.1373069652752,73.13730696527519,71.1373069652752,68.1373069652752,63.1373069652752,6.0,6.0
discrete,958,LAD,148.25995859571032,49.798597725021864,103.46136087068844,98.46136087068845,96.46136087068845,93.46136087068845,88.46136087068845,5.0,4.0
discrete,984,LAD,151.25930364652254,50.0597528118841,106.19955083463844,101.19955083463844,99.19955083463844,96.19955083463843,91.19955083463843,7.0,5.0
discrete,985,LAD,174.5637216801508,75.03901258313017,104.52470909702063,99.52470909702063,97.52470909702063,94.52470909702063,89.52470909702063,5.0,2.0
discrete,43,LCX,128.80721654521923,45.0063022854999,88.80091425971933,83.80091425971933,81.80091425971933,78.80091425971933,73.80091425971933,8.0,6.0
discrete,52,LCX,86.7606268768043,44.83468693338089,46.9259399434234,41.9259399434234,39.9259399434234,36.9259399434234,31.9259399434234,8.0,7.0
discrete,129,LCX,52.35832150306873,44.976997438259566,12.381324064809164,7.381324064809166,5.381324064809172,2.381324064809169,-2.6186759351908355,6.0,5.0
discrete,368,LCX,91.67412693556608,69.66693194901575,27.00719498655034,22.007194986550335,20.007194986550335,17.00719498655033,12.007194986550326,6.0,5.0
discrete,466,LCX,80.97178092339446,44.991168801670234,40.98061212172423,35.98061212172423,33.980612121724235,30.98061212172423,25.980612121724228,4.0,3.0
discrete,544,LCX,109.20179584713757,44.923112737589356,69.27868310954821,64.27868310954821,62.27868310954822,59.27868310954822,54.27868310954821,4.0,1.0
discrete,580,LCX,88.83979679325742,50.15294442210252,43.68685237115489,38.68685237115489,36.68685237115489,33.686852371154885,28.68685237115489,5.0,4.0
discrete,667,LCX,82.36711572386405,70.00121727664909,17.36589844721495,12.36589844721496,10.365898447214958,7.365898447214955,2.3658984472149647,6.0,6.0
discrete,832,LCX,105.37614285173403,44.94396280531324,65.4321800464208,60.43218004642079,58.4321800464208,55.4321800464208,50.43218004642079,6.0,6.0
discrete,85,RCA,163.1045978851682,44.888795682743854,123.21580220242434,118.21580220242436,116.21580220242434,113.21580220242434,108.21580220242436,1.0,0.0
discrete,88,RCA,131.1378601224395,44.86649667425697,91.27136344818253,86.27136344818254,84.27136344818254,81.27136344818253,76.27136344818253,2.0,2.0
discrete,324,RCA,193.547673423876,45.08596974058825,153.46170368328774,148.46170368328777,146.46170368328777,143.46170368328777,138.46170368328774,4.0,4.0
discrete,363,RCA,125.48339162181973,44.91355076737626,85.56984085444348,80.56984085444348,78.56984085444347,75.56984085444347,70.56984085444348,1.0,1.0
discrete,496,RCA,137.14421821846642,70.14572773037949,71.99849048808693,66.99849048808694,64.99849048808694,61.99849048808694,56.998490488086944,2.0,2.0
discrete,869,RCA,164.72041855081804,74.72359006699871,94.99682848381933,89.99682848381933,87.99682848381933,84.99682848381933,79.99682848381934,2.0,2.0
discrete,984,RCA,240.2760826644933,49.774571490839584,195.5015111736537,190.5015111736537,188.5015111736537,185.5015111736537,180.5015111736537,3.0,2.0
discrete,997,RCA,137.30702123234678,50.00768192486933,92.29933930747744,87.29933930747745,85.29933930747745,82.29933930747744,77.29933930747745,3.0,2.0
discrete,138,LAD,154.17206206378066,49.80597121377847,109.36609085000218,104.36609085000218,102.36609085000217,99.36609085000217,94.36609085000217,5.0,3.0
discrete,274,LAD,127.44754957201856,74.99995708411284,57.44759248790574,52.44759248790573,50.44759248790573,47.44759248790572,42.44759248790572,6.0,6.0
discrete,324,LAD,98.8234732300854,45.004376306395145,58.81909692369027,53.81909692369026,51.81909692369027,48.81909692369026,43.81909692369027,6.0,5.0
discrete,335,LAD,132.51795941774176,50.020921388932024,87.49703802880975,82.49703802880975,80.49703802880975,77.49703802880975,72.49703802880975,4.0,4.0
discrete,488,LAD,136.3944526552167,49.91363581219728,91.4808168430194,86.48081684301941,84.48081684301941,81.4808168430194,76.48081684301941,5.0,0.0
discrete,549,LAD,121.91969066547394,50.15988572396351,76.75980494151042,71.75980494151042,69.75980494151044,66.75980494151042,61.759804941510424,4.0,4.0
discrete,751,LAD,142.68209136749937,45.00046122668566,102.68163014081372,97.68163014081371,95.68163014081372,92.68163014081372,87.68163014081372,6.0,4.0
discrete,758,LAD,146.3653392008359,75.29160221549739,76.07373698533851,71.07373698533851,69.07373698533851,66.07373698533851,61.07373698533852,5.0,3.0
discrete,52,LCX,86.7606268768043,44.83468693338089,46.9259399434234,41.9259399434234,39.9259399434234,36.9259399434234,31.9259399434234,8.0,7.0
discrete,69,LCX,101.35907046194055,49.9684392268164,56.39063123512415,51.39063123512415,49.39063123512415,46.39063123512415,41.39063123512415,4.0,4.0
discrete,151,LCX,113.14185856086036,49.86397689697192,68.27788166388842,63.27788166388844,61.27788166388844,58.27788166388844,53.27788166388844,7.0,4.0
discrete,473,LCX,77.68776682899048,50.0230007859564,32.664766043034085,27.664766043034085,25.66476604303409,22.664766043034085,17.66476604303409,6.0,6.0
discrete,569,LCX,125.12004541947016,49.771917969129944,80.34812745034023,75.34812745034023,73.34812745034023,70.34812745034021,65.34812745034021,6.0,2.0
discrete,754,LCX,131.54571631660394,74.76046744807257,61.785248868531376,56.78524886853137,54.78524886853137,51.78524886853136,46.78524886853136,6.0,5.0
discrete,847,LCX,125.30137680635801,45.04105712991414,85.26031967644386,80.26031967644387,78.26031967644387,75.26031967644387,70.26031967644386,4.0,4.0
discrete,928,LCX,108.05493842693792,50.11888359909025,62.93605482784767,57.93605482784766,55.93605482784766,52.93605482784766,47.93605482784766,5.0,3.0
discrete,125,RCA,137.77196256894362,70.10188404693687,72.67007852200675,67.67007852200673,65.67007852200673,62.67007852200673,57.67007852200674,3.0,3.0
discrete,335,RCA,159.60067470236524,45.18522192282745,119.4154527795378,114.4154527795378,112.41545277953779,109.41545277953779,104.41545277953779,2.0,2.0
discrete,544,RCA,122.11540780280836,45.044513119275386,82.07089468353297,77.07089468353297,75.07089468353298,72.07089468353297,67.07089468353297,2.0,2.0
discrete,621,RCA,108.29480823154007,49.859630432145586,63.435177799394474,58.43517779939449,56.43517779939448,53.43517779939448,48.43517779939448,3.0,3.0
discrete,683,RCA,129.45826434934466,50.17259932856878,84.28566502077588,79.28566502077587,77.28566502077588,74.28566502077588,69.28566502077588,2.0,2.0
discrete,813,RCA,117.47659460793108,69.84648498929272,52.63010961863836,47.63010961863835,45.63010961863835,42.63010961863835,37.63010961863836,2.0,2.0
discrete,825,RCA,137.91574356128123,70.16503552458168,72.75070803669955,67.75070803669954,65.75070803669955,62.75070803669955,57.75070803669954,3.0,2.0
discrete,869,RCA,164.72041855081804,44.95189915638495,124.76851939443308,119.76851939443308,117.76851939443308,114.76851939443308,109.7685193944331,2.0,2.0
discrete,980,RCA,208.78394236103964,49.938627914088265,163.8453144469514,158.8453144469514,156.8453144469514,153.84531444695136,148.84531444695136,2.0,1.0
discrete,43,LAD,146.59621679290748,75.00140557987113,76.59481121303637,71.59481121303637,69.59481121303638,66.59481121303637,61.594811213036365,8.0,6.0
discrete,211,LAD,151.55854415371002,70.23103991889933,86.32750423481068,81.32750423481068,79.32750423481068,76.32750423481068,71.32750423481069,5.0,1.0
discrete,244,LAD,85.44494320288273,45.06709377077466,45.37784943210806,40.37784943210806,38.377849432108064,35.37784943210806,30.377849432108057,3.0,0.0
discrete,274,LAD,127.44754957201856,50.206916253571016,82.24063331844755,77.24063331844755,75.24063331844755,72.24063331844755,67.24063331844754,6.0,6.0
discrete,328,LAD,160.8587640117488,69.83893543460094,96.01982857714788,91.01982857714786,89.01982857714788,86.01982857714788,81.01982857714788,5.0,3.0
discrete,461,LAD,158.0258575367332,69.9864715609402,93.03938597579301,88.039385975793,86.039385975793,83.039385975793,78.039385975793,6.0,5.0
discrete,808,LAD,113.64818820533101,50.22104319197704,68.42714501335398,63.42714501335397,61.42714501335397,58.42714501335397,53.42714501335397,4.0,1.0
discrete,947,LAD,123.27230245285196,44.75842055258273,83.51388190026923,78.51388190026923,76.51388190026924,73.51388190026924,68.51388190026923,5.0,4.0
discrete,45,LCX,101.53227411162635,44.77512695646411,61.757147155162244,56.75714715516224,54.75714715516224,51.75714715516224,46.757147155162244,9.0,8.0
discrete,273,LCX,103.4284729219669,44.95499308560809,63.47347983635881,58.47347983635881,56.473479836358806,53.473479836358806,48.47347983635881,7.0,6.0
discrete,406,LCX,88.98646623640612,44.862160334066964,49.12430590233915,44.12430590233915,42.124305902339145,39.124305902339145,34.12430590233915,4.0,4.0
discrete,580,LCX,88.83979679325742,45.15294442210253,48.686852371154885,43.68685237115489,41.68685237115489,38.68685237115489,33.686852371154885,5.0,4.0
discrete,659,LCX,64.32907979289658,45.11487447836576,24.21420531453082,19.214205314530815,17.214205314530815,14.214205314530812,9.21420531453082,6.0,4.0
discrete,690,LCX,139.4128645694501,44.86529068323489,99.54757388621522,94.5475738862152,92.5475738862152,89.5475738862152,84.54757388621522,5.0,3.0
discrete,789,LCX,109.21797279196895,45.066577790198664,69.15139500177028,64.15139500177028,62.151395001770275,59.151395001770275,54.15139500177028,5.0,3.0
discrete,844,LCX,102.87913396886238,45.0133378106911,62.865796158171285,57.86579615817128,55.86579615817128,52.86579615817127,47.86579615817128,5.0,4.0
discrete,908,LCX,119.6458372905506,74.82377769150435,49.822059599046256,44.822059599046256,42.82205959904627,39.82205959904626,34.82205959904626,7.0,4.0
discrete,3,RCA,131.85518850687492,45.118287962681336,91.73690054419357,86.73690054419359,84.73690054419359,81.73690054419357,76.73690054419357,2.0,1.0
discrete,95,RCA,126.36481459763299,69.81578467937456,61.549029918258434,56.54902991825843,54.54902991825844,51.54902991825844,46.549029918258434,1.0,1.0
discrete,272,RCA,151.45524514397377,45.12705342495782,111.32819171901595,106.32819171901595,104.32819171901595,101.32819171901595,96.32819171901593,3.0,3.0
discrete,616,RCA,160.27299331805244,49.80104566822514,115.47194764982731,110.4719476498273,108.47194764982731,105.47194764982731,100.47194764982731,2.0,2.0
discrete,625,RCA,191.3786543161245,44.895479772831656,151.48317454329285,146.48317454329288,144.48317454329288,141.48317454329288,136.48317454329288,3.0,3.0
discrete,683,RCA,129.45826434934466,69.98975060333743,64.46851374600723,59.468513746007226,57.468513746007226,54.468513746007226,49.46851374600722,2.0,2.0
discrete,830,RCA,116.71484038430201,45.046365895278356,76.66847448902365,71.66847448902365,69.66847448902365,66.66847448902365,61.66847448902366,2.0,2.0
discrete,890,RCA,137.675868519143,74.81164958838905,67.86421893075395,62.86421893075394,60.86421893075394,57.86421893075394,52.86421893075395,3.0,3.0
